panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags
_P3_staging_batch1/10kv电压互感器柜（窑上）#panel_000,_P3_staging_batch1/10kv电压互感器柜（窑上）,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv电压互感器柜（窑上）.png,"0.0,0.0,420.0,297.0",outputs/normalized_geometry/_P3_staging_batch1/10kv电压互感器柜（窑上）.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv电压互感器柜（窑上）.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv电压互感器柜（窑上）#panel_000.topology.v1.json,ok,,465,255,763,317,513,0,578,739,55,0.0379,0.3112,0.2572,
_P3_staging_batch1/10kv电容器101(119)原理#panel_000,_P3_staging_batch1/10kv电容器101(119)原理,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv电容器101(119)原理.png,"-805.017,4.7122,215.8786,1498.16",outputs/normalized_geometry/_P3_staging_batch1/10kv电容器101(119)原理.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv电容器101(119)原理.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv电容器101(119)原理#panel_000.topology.v1.json,ok,,2579,1970,2934,657,973,4,1437,1717,159,0.0612,0.3628,0.9045,
_P3_staging_batch1/10kv自闭102原理#panel_000,_P3_staging_batch1/10kv自闭102原理,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv自闭102原理.png,"-818.69,4.7122,441.4972,1498.16",outputs/normalized_geometry/_P3_staging_batch1/10kv自闭102原理.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv自闭102原理.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv自闭102原理#panel_000.topology.v1.json,ok,,2744,2105,3134,687,1034,0,1521,1802,159,0.0549,0.3618,0.977,
_P3_staging_batch1/10kv贯通103原理#panel_000,_P3_staging_batch1/10kv贯通103原理,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv贯通103原理.png,"-818.69,4.7122,441.4972,1498.16",outputs/normalized_geometry/_P3_staging_batch1/10kv贯通103原理.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv贯通103原理.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv贯通103原理#panel_000.topology.v1.json,ok,,2807,2151,3212,710,1066,0,1585,1871,165,0.0545,0.3474,0.977,
_P3_staging_batch1/10kv进线107（113）原理#panel_000,_P3_staging_batch1/10kv进线107（113）原理,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv进线107（113）原理.png,"-769.699,4.7122,162.1063,1498.16",outputs/normalized_geometry/_P3_staging_batch1/10kv进线107（113）原理.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv进线107（113）原理.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv进线107（113）原理#panel_000.topology.v1.json,ok,,2636,2037,3156,734,1126,1,1665,1934,180,0.061,0.3511,0.8801,
_P3_staging_batch1/10kv配电系统图#panel_000,_P3_staging_batch1/10kv配电系统图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv配电系统图.png,"2.8586,-7577.3413,41605.9489,8387.208",outputs/normalized_geometry/_P3_staging_batch1/10kv配电系统图.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv配电系统图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv配电系统图#panel_000.topology.v1.json,ok,,7224,6500,12696,4620,6696,75,9993,12436,1062,0.0392,0.1681,1.0,
_P3_staging_batch1/10kv馈线106原理#panel_000,_P3_staging_batch1/10kv馈线106原理,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/10kv馈线106原理.png,"-769.699,4.7122,162.1063,1498.16",outputs/normalized_geometry/_P3_staging_batch1/10kv馈线106原理.normalized.json,outputs/topology_graph/_P3_staging_batch1/10kv馈线106原理.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/10kv馈线106原理#panel_000.topology.v1.json,ok,,2566,1955,3011,700,1063,1,1530,1806,161,0.0554,0.2143,0.8801,
_P3_staging_batch1/11(RCS-9661B背面接线图(四))#panel_001,_P3_staging_batch1/11(RCS-9661B背面接线图(四)),val,P3,_P3_staging_batch1,1,3,image_components,outputs/panels/P3/P3_staging_batch1__11(RCS-9661B背面接线图(四))__panel_001.png,"45.1961,150.6921,273.3367,203.0101",outputs/normalized_geometry/_P3_staging_batch1/11(RCS-9661B背面接线图(四)).normalized.json,outputs/topology_graph/_P3_staging_batch1/11(RCS-9661B背面接线图(四)).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/11(RCS-9661B背面接线图(四))#panel_001.topology.v1.json,ok,,33,30,59,29,29,0,60,59,1,0.0,1.0,0.117,dominant_component
_P3_staging_batch1/12(通讯电缆背面接线图)#panel_000,_P3_staging_batch1/12(通讯电缆背面接线图),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/12(通讯电缆背面接线图).png,"0.0,0.0,380.7218,274.1335",outputs/normalized_geometry/_P3_staging_batch1/12(通讯电缆背面接线图).normalized.json,outputs/topology_graph/_P3_staging_batch1/12(通讯电缆背面接线图).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/12(通讯电缆背面接线图)#panel_000.topology.v1.json,ok,,563,355,1445,649,1099,0,913,1445,3,0.0,0.8872,0.2346,
_P3_staging_batch1/126 电缆敷设断面图#panel_000,_P3_staging_batch1/126 电缆敷设断面图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/126 电缆敷设断面图.png,"0.0,0.0,42000.0,29700.0",outputs/normalized_geometry/_P3_staging_batch1/126 电缆敷设断面图.normalized.json,outputs/topology_graph/_P3_staging_batch1/126 电缆敷设断面图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/126 电缆敷设断面图#panel_000.topology.v1.json,ok,,259,161,257,80,100,2,234,257,35,0.0272,0.2802,1.0,
_P3_staging_batch1/131 10KV及以下电缆直埋最小允许距离图#panel_000,_P3_staging_batch1/131 10KV及以下电缆直埋最小允许距离图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/131 10KV及以下电缆直埋最小允许距离图.png,"0.0,0.0,42000.0,29700.0",outputs/normalized_geometry/_P3_staging_batch1/131 10KV及以下电缆直埋最小允许距离图.normalized.json,outputs/topology_graph/_P3_staging_batch1/131 10KV及以下电缆直埋最小允许距离图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/131 10KV及以下电缆直埋最小允许距离图#panel_000.topology.v1.json,ok,,464,397,692,273,304,9,716,692,56,0.0448,0.2023,1.0,
"_P3_staging_batch1/132 保护管敷设,直线人孔井施工图#panel_000","_P3_staging_batch1/132 保护管敷设,直线人孔井施工图",train,P3,_P3_staging_batch1,0,1,full,"datas/qa_and_png/P3_oda_output/132 保护管敷设,直线人孔井施工图.png","-7572.7881,-6561.5148,45170.8724,51203.3352","outputs/normalized_geometry/_P3_staging_batch1/132 保护管敷设,直线人孔井施工图.normalized.json","outputs/topology_graph/_P3_staging_batch1/132 保护管敷设,直线人孔井施工图.topology.v0.json","outputs/topology_panel_v1/_P3_staging_batch1/132 保护管敷设,直线人孔井施工图#panel_000.topology.v1.json",ok,,739,490,1203,492,804,10,1001,1203,91,0.0441,0.3342,1.0,
_P3_staging_batch1/136 电缆隧道断面图#panel_000,_P3_staging_batch1/136 电缆隧道断面图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/136 电缆隧道断面图.png,"0.0,0.0,42000.0,29700.0",outputs/normalized_geometry/_P3_staging_batch1/136 电缆隧道断面图.normalized.json,outputs/topology_graph/_P3_staging_batch1/136 电缆隧道断面图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/136 电缆隧道断面图#panel_000.topology.v1.json,ok,,505,459,848,328,436,0,682,846,28,0.0165,0.3818,1.0,
_P3_staging_batch1/25-PRCK-730-B变压器保护柜厂家图册#panel_000,_P3_staging_batch1/25-PRCK-730-B变压器保护柜厂家图册,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/25-PRCK-730-B变压器保护柜厂家图册.png,"0.0,-3124.7791,16042.1907,2137.7372",outputs/normalized_geometry/_P3_staging_batch1/25-PRCK-730-B变压器保护柜厂家图册.normalized.json,outputs/topology_graph/_P3_staging_batch1/25-PRCK-730-B变压器保护柜厂家图册.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/25-PRCK-730-B变压器保护柜厂家图册#panel_000.topology.v1.json,ok,,13235,6440,17713,8818,11461,0,13106,17546,1005,0.0362,0.0994,1.0,high_fragmentation
_P3_staging_batch1/2SM6系列一次接线图-＃变二（二进二环四出）#panel_000,_P3_staging_batch1/2SM6系列一次接线图-＃变二（二进二环四出）,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/2SM6系列一次接线图-＃变二（二进二环四出）.png,"-2175.8901,-22508.3929,38999.6429,4082.3625",outputs/normalized_geometry/_P3_staging_batch1/2SM6系列一次接线图-＃变二（二进二环四出）.normalized.json,outputs/topology_graph/_P3_staging_batch1/2SM6系列一次接线图-＃变二（二进二环四出）.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/2SM6系列一次接线图-＃变二（二进二环四出）#panel_000.topology.v1.json,ok,,1405,1387,2334,803,1162,22,1380,2028,184,0.0163,0.2461,1.0,
_P3_staging_batch1/2系统接线图0#panel_000,_P3_staging_batch1/2系统接线图0,test,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/2系统接线图0.png,"6.8859,5.719,421.7744,289.803",outputs/normalized_geometry/_P3_staging_batch1/2系统接线图0.normalized.json,outputs/topology_graph/_P3_staging_batch1/2系统接线图0.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/2系统接线图0#panel_000.topology.v1.json,ok,,61,58,97,20,39,0,82,94,9,0.0319,0.5745,0.2514,
_P3_staging_batch1/3.10.9室外保护罩#panel_000,_P3_staging_batch1/3.10.9室外保护罩,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3.10.9室外保护罩.png,"2454.6021,2010.5605,2784.2668,2183.6573",outputs/normalized_geometry/_P3_staging_batch1/3.10.9室外保护罩.normalized.json,outputs/topology_graph/_P3_staging_batch1/3.10.9室外保护罩.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3.10.9室外保护罩#panel_000.topology.v1.json,ok,,12,12,18,6,6,0,15,18,1,0.0,1.0,0.1862,dominant_component
_P3_staging_batch1/35_10KV一次系统图#panel_000,_P3_staging_batch1/35_10KV一次系统图,val,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/35_10KV一次系统图.png,"236.4327,-2018.6076,4360.7287,1063.7929",outputs/normalized_geometry/_P3_staging_batch1/35_10KV一次系统图.normalized.json,outputs/topology_graph/_P3_staging_batch1/35_10KV一次系统图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/35_10KV一次系统图#panel_000.topology.v1.json,ok,,7155,5463,12849,6529,11148,15,8310,12528,940,0.007,0.116,1.0,high_fragmentation
_P3_staging_batch1/3XGN2高压开关柜(1)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(1),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(1).png,"-375.0,-150.0,8535.0,6150.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(1).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(1).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(1)#panel_000.topology.v1.json,ok,,1574,1237,3563,1480,2521,82,2511,3382,135,0.0204,0.6407,1.0,
_P3_staging_batch1/3XGN2高压开关柜(10)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(10),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(10).png,"-250.0,-100.0,8160.0,5840.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(10).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(10).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(10)#panel_000.topology.v1.json,ok,,905,751,2206,1168,1738,115,1480,2125,62,0.0226,0.2499,1.0,
_P3_staging_batch1/3XGN2高压开关柜(11)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(11),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(11).png,"-225.0,-90.0,7344.0,5256.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(11).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(11).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(11)#panel_000.topology.v1.json,ok,,1056,849,2513,1316,2012,141,1689,2402,55,0.0162,0.2315,1.0,
_P3_staging_batch1/3XGN2高压开关柜(12)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(12),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(12).png,"-250.0,-100.0,8160.0,5840.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(12).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(12).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(12)#panel_000.topology.v1.json,ok,,1080,863,2518,1317,2008,147,1720,2420,67,0.0211,0.2207,1.0,
_P3_staging_batch1/3XGN2高压开关柜(13)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(13),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(13).png,"-250.0,-50.0,3950.0,2920.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(13).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(13).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(13)#panel_000.topology.v1.json,ok,,380,282,695,424,611,1,478,672,15,0.0104,0.7798,1.0,
_P3_staging_batch1/3XGN2高压开关柜(14)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(14),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(14).png,"-150.0,-30.0,2370.0,1752.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(14).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(14).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(14)#panel_000.topology.v1.json,ok,,104,86,251,105,173,0,170,244,7,0.0123,0.7787,1.0,
_P3_staging_batch1/3XGN2高压开关柜(15)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(15),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(15).png,"-25.0,-5.0,395.0,292.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(15).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(15).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(15)#panel_000.topology.v1.json,ok,,79,66,110,30,45,1,98,105,13,0.0667,0.4952,0.2572,
_P3_staging_batch1/3XGN2高压开关柜(16)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(16),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(16).png,"-25.0,-5.0,185.0,292.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(16).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(16).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(16)#panel_000.topology.v1.json,ok,,64,47,93,29,56,6,82,92,9,0.0217,0.4891,0.1819,
_P3_staging_batch1/3XGN2高压开关柜(17)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(17),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(17).png,"-300.0,-60.0,4740.0,3504.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(17).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(17).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(17)#panel_000.topology.v1.json,ok,,90,82,108,25,27,0,95,108,14,0.0833,0.4352,1.0,
_P3_staging_batch1/3XGN2高压开关柜(18)#panel_000,_P3_staging_batch1/3XGN2高压开关柜(18),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/3XGN2高压开关柜(18).png,"-300.0,-60.0,4740.0,3504.0",outputs/normalized_geometry/_P3_staging_batch1/3XGN2高压开关柜(18).normalized.json,outputs/topology_graph/_P3_staging_batch1/3XGN2高压开关柜(18).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/3XGN2高压开关柜(18)#panel_000.topology.v1.json,ok,,265,232,560,329,329,0,400,560,15,0.0161,0.9018,1.0,
_P3_staging_batch1/500KVA以上电缆引线架正向安装#panel_000,_P3_staging_batch1/500KVA以上电缆引线架正向安装,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/500KVA以上电缆引线架正向安装.png,"-95.099,-15.2,2332.1206,912.8674",outputs/normalized_geometry/_P3_staging_batch1/500KVA以上电缆引线架正向安装.normalized.json,outputs/topology_graph/_P3_staging_batch1/500KVA以上电缆引线架正向安装.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/500KVA以上电缆引线架正向安装#panel_000.topology.v1.json,ok,,477,323,1058,418,750,11,573,878,10,0.0068,0.3907,1.0,
_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000,_P3_staging_batch1/500KVA有载调压箱变系统图,test,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/500KVA有载调压箱变系统图.png,"1550.0,-5.0,2939.3734,415.0",outputs/normalized_geometry/_P3_staging_batch1/500KVA有载调压箱变系统图.normalized.json,outputs/topology_graph/_P3_staging_batch1/500KVA有载调压箱变系统图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000.topology.v1.json,ok,,794,530,42955,21811,42821,0,21097,42471,14,0.0002,0.996,0.7257,dominant_component
_P3_staging_batch1/500KV系统一次图#panel_000,_P3_staging_batch1/500KV系统一次图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/500KV系统一次图.png,"25.0,10.0,424.5304,285.0",outputs/normalized_geometry/_P3_staging_batch1/500KV系统一次图.normalized.json,outputs/topology_graph/_P3_staging_batch1/500KV系统一次图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/500KV系统一次图#panel_000.topology.v1.json,ok,,1800,1460,1935,497,596,7,2072,1893,444,0.1178,0.0951,0.2425,high_fragmentation
_P3_staging_batch1/500KV系统参数图#panel_000,_P3_staging_batch1/500KV系统参数图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/500KV系统参数图.png,"-2336.2435,47.8561,4681.0209,812.8018",outputs/normalized_geometry/_P3_staging_batch1/500KV系统参数图.normalized.json,outputs/topology_graph/_P3_staging_batch1/500KV系统参数图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/500KV系统参数图#panel_000.topology.v1.json,ok,,3306,3090,7305,2517,4662,164,4426,4943,328,0.0247,0.1181,1.0,high_fragmentation
_P3_staging_batch1/6.3KV开关柜端子图2#panel_000,_P3_staging_batch1/6.3KV开关柜端子图2,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6.3KV开关柜端子图2.png,"43.0598,-183.1308,680.1523,268.8422",outputs/normalized_geometry/_P3_staging_batch1/6.3KV开关柜端子图2.normalized.json,outputs/topology_graph/_P3_staging_batch1/6.3KV开关柜端子图2.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6.3KV开关柜端子图2#panel_000.topology.v1.json,ok,,845,531,3411,2093,3345,0,1672,3406,74,0.017,0.2827,0.3906,
_P3_staging_batch1/630KVA箱变接线图#panel_000,_P3_staging_batch1/630KVA箱变接线图,val,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/630KVA箱变接线图.png,"572.0639,144.4232,1017.8156,295.6232",outputs/normalized_geometry/_P3_staging_batch1/630KVA箱变接线图.normalized.json,outputs/topology_graph/_P3_staging_batch1/630KVA箱变接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/630KVA箱变接线图#panel_000.topology.v1.json,ok,,5382,4034,7583,2974,4306,350,3562,5580,473,0.0353,0.0435,0.2353,high_fragmentation
_P3_staging_batch1/63KV电压互感器原理接线图17#panel_000,_P3_staging_batch1/63KV电压互感器原理接线图17,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/63KV电压互感器原理接线图17.png,"115.926,-99.3779,753.0185,352.5951",outputs/normalized_geometry/_P3_staging_batch1/63KV电压互感器原理接线图17.normalized.json,outputs/topology_graph/_P3_staging_batch1/63KV电压互感器原理接线图17.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/63KV电压互感器原理接线图17#panel_000.topology.v1.json,ok,,648,443,1053,453,676,1,797,1025,99,0.0527,0.2498,0.3906,
_P3_staging_batch1/6KV变压器差动接线图#panel_000,_P3_staging_batch1/6KV变压器差动接线图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图.png,"-74.9333,-166.5779,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图.normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图#panel_000.topology.v1.json,ok,,791,557,850,293,372,1,771,801,111,0.0787,0.2035,0.332,
_P3_staging_batch1/6KV变压器差动接线图(1)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(1),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(1).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(1).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(1).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(1)#panel_000.topology.v1.json,ok,,838,486,964,471,548,9,774,930,42,0.0172,0.3215,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(2)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(2),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(2).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(2).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(2).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(2)#panel_000.topology.v1.json,ok,,623,366,688,308,352,0,573,681,30,0.022,0.3025,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(3)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(3),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(3).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(3).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(3).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(3)#panel_000.topology.v1.json,ok,,451,254,672,357,473,1,481,669,16,0.009,0.4933,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(4)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(4),val,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(4).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(4).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(4).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(4)#panel_000.topology.v1.json,ok,,1153,523,1989,1186,1652,0,1097,1823,35,0.0148,0.3445,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(5)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(5),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(5).png,"-90.5253,2.8465,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(5).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(5).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(5)#panel_000.topology.v1.json,ok,,564,383,609,222,284,12,558,581,70,0.0637,0.2806,0.2881,
_P3_staging_batch1/6KV变压器差动接线图(6)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(6),test,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(6).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(6).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(6).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(6)#panel_000.topology.v1.json,ok,,798,448,886,423,490,11,728,852,44,0.0211,0.2594,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(7)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(7),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(7).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(7).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(7).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(7)#panel_000.topology.v1.json,ok,,585,329,597,263,290,0,506,591,29,0.0254,0.3249,0.2373,
_P3_staging_batch1/6KV变压器差动接线图(8)#panel_000,_P3_staging_batch1/6KV变压器差动接线图(8),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6KV变压器差动接线图(8).png,"25.0,10.0,411.866,285.0",outputs/normalized_geometry/_P3_staging_batch1/6KV变压器差动接线图(8).normalized.json,outputs/topology_graph/_P3_staging_batch1/6KV变压器差动接线图(8).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6KV变压器差动接线图(8)#panel_000.topology.v1.json,ok,,445,254,670,355,473,3,480,667,19,0.009,0.4948,0.2373,
