panel_id,parent_drawing_key,split,phase,severity,anomaly_type,split_method,status,quality_flags,v1_edge_count,v1_node_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,intersection_count,panel_png_path,topology_v1_panel_json_path,model_review_label,model_confidence,model_needs_human_review,model_reason,review_label,comment
_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,53,76,29,0.434,0.1509,5,datas/qa_and_png/P3_oda_output/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json,needs_panel_split,0.9,True,"Panel contains multiple independent regions including title blocks, notes, a wiring diagram, and two separate tables that must be split prior to topology graph generation.",bad_geometry,
_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000,_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).,train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,48,64,20,0.3333,0.2292,2,datas/qa_and_png/P3_oda_output/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000.topology.v1.json,needs_panel_split,0.9,True,Full sheet panel contains multiple distinct visually independent regions that need splitting to isolate the actual topology wiring diagram from auxiliary content.,bad_geometry,
_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,45,64,23,0.4,0.2,2,datas/qa_and_png/P3_oda_output/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple independent visually distinct regions that require splitting before topology graph processing.,bad_geometry,
_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,44,62,22,0.4091,0.25,2,datas/qa_and_png/P3_oda_output/HK12-11变送器电缆保护及连接图(断开式、汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple independent visually separated regions that should be split before topology graph processing.,bad_geometry,
_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽),test,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,44,62,22,0.4091,0.25,2,datas/qa_and_png/P3_oda_output/HK12-20变送器铠装电缆保护及连接图(汇线槽).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json,needs_panel_split,0.92,True,"The panel contains multiple visually independent, separated regions including non-diagram content that must be split prior to topology graph processing.",bad_geometry,
_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).,train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,43,60,24,0.4651,0.2326,5,datas/qa_and_png/P3_oda_output/HK12-2变送器电缆保护及连接图(断开式、钢管)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple distinct visually independent regions that must be split before valid topology graph extraction can be performed,bad_geometry,
_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).,test,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,43,60,24,0.4651,0.2326,5,datas/qa_and_png/P3_oda_output/HK12-3其它类仪表电缆保护及连接图(断开式、钢管)..png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple independent distinct content regions that require splitting before topology graph generation.,bad_geometry,
_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000,_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一),val,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,43,60,24,0.4651,0.2326,5,datas/qa_and_png/P3_oda_output/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000.topology.v1.json,needs_panel_split,0.9,True,"The panel contains multiple visually independent regions including title block, notes section, tag table, connection diagram, and material list table that must be split apart before topology graph generation.",bad_geometry,
_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000,_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,40,55,19,0.4,0.275,2,datas/qa_and_png/P3_oda_output/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000.topology.v1.json,still_fragmented,0.85,True,"Extracted topology graph has a high isolated edge ratio and low largest net edge ratio, indicating it is too fragmented for a coherent single panel topology.",bad_geometry,
_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000,_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一),val,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,40,55,19,0.4,0.275,2,datas/qa_and_png/P3_oda_output/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000.topology.v1.json,needs_panel_split,0.95,True,"The panel contains multiple visually independent regions including title block, notes, a single topology diagram, and two separate tables that need to be split into separate panels.",bad_geometry,
_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二),test,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,32,49,23,0.625,0.25,0,datas/qa_and_png/P3_oda_output/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json,not_topology_target,0.98,True,"The panel only contains document title block, standard metadata, and installation material list, with no actual wiring/topology diagram content.",bad_geometry,
_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二),val,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,31,49,23,0.6774,0.2581,0,datas/qa_and_png/P3_oda_output/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json,not_topology_target,0.98,True,"The panel only contains title block metadata and an installation material list table, with no wiring/topology graph content.",bad_geometry,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_002,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio;high_fragmentation,30,60,30,1.0,0.0333,0,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_002.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_002.topology.v1.json,needs_panel_split,0.9,True,The panel contains multiple visually independent separate regions including terminal tables and multiple schematic diagrams that require splitting before topology processing.,needs_panel_split,model: The panel contains multiple visually independent separate regions including terminal tables and multiple schematic diagrams that require splitting before topology processing.
_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000,_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,28,44,21,0.7143,0.2857,0,datas/qa_and_png/P3_oda_output/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000.topology.v1.json,not_topology_target,0.95,True,"The panel only contains title block metadata and an installation material table, with no actual wiring or topology diagram content.",bad_geometry,"model: The panel only contains title block metadata and an installation material table, with no actual wiring or topology diagram content."
_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二)#panel_000,_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,28,44,21,0.7143,0.2857,0,datas/qa_and_png/P3_oda_output/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二)#panel_000.topology.v1.json,not_topology_target,0.95,True,"Panel contains only title block and installation material table, no visible wiring/topology diagram content is present.",bad_geometry,
_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二)#panel_000,_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,27,44,21,0.7037,0.2222,0,datas/qa_and_png/P3_oda_output/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二)#panel_000.topology.v1.json,not_topology_target,0.92,True,"The panel only contains title metadata blocks and an installation material table, with no valid wiring/topology diagram content present.",bad_geometry,
_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000,_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,26,42,20,0.6923,0.2308,0,datas/qa_and_png/P3_oda_output/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-52B二位式阀电缆保护及连接图(浇封式接头、挠性管、压接式)#panel_000.topology.v1.json,not_topology_target,0.98,True,"The panel only contains document title block and installation material list table, no wiring/topology diagram content is present.",bad_geometry,
_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000,_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,20,28,13,0.6,0.4,0,datas/qa_and_png/P3_oda_output/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-39B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json,not_topology_target,0.98,True,"The panel only contains title block, document metadata, and installation material table, with no wiring/topology graph content present.",bad_geometry,
_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000,_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,20,28,13,0.6,0.4,0,datas/qa_and_png/P3_oda_output/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一).png,outputs/topology_panel_v1/_P3_staging_batch2/HK12-64B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式) (一)#panel_000.topology.v1.json,not_topology_target,0.99,True,"The panel contains only drawing title blocks and an installation material list table, with no wiring/topology graph content present.",not_topology_target,"model: The panel contains only drawing title blocks and an installation material list table, with no wiring/topology graph content present."
_P2_staging/35KV变电所设计(3)#panel_001,_P2_staging/35KV变电所设计(3),train,P2,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio;high_fragmentation,14,28,14,1.0,0.0714,0,outputs/panels/P2/P2_staging__35KV变电所设计(3)__panel_001.png,outputs/topology_panel_v1/_P2_staging/35KV变电所设计(3)#panel_001.topology.v1.json,not_topology_target,0.9,True,"The panel is a mechanical equipment installation assembly drawing, not a wiring/electrical topology graph target.",not_topology_target,"model: The panel is a mechanical equipment installation assembly drawing, not a wiring/electrical topology graph target."
_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001,_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,11,18,7,0.3636,0.2727,1,outputs/panels/P3/P3_staging_batch3__500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com__panel_001.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001.topology.v1.json,not_topology_target,0.9,True,"Panel is primarily a tabular terminal assignment schedule, not a wiring/topology diagram target.",not_topology_target,"model: Panel is primarily a tabular terminal assignment schedule, not a wiring/topology diagram target."
_P3_staging_batch4/某学校系统图及接线图#panel_001,_P3_staging_batch4/某学校系统图及接线图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,8,13,6,0.625,0.375,0,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_001.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_001.topology.v1.json,still_fragmented,0.9,True,"Generated v1 topology graph has an extremely high isolated edge ratio, with most edges not integrated into a connected unified topology.",bad_geometry,"model: Generated v1 topology graph has an extremely high isolated edge ratio, with most edges not integrated into a connected unified topology."
_P3_staging_batch1/保护接地#panel_000,_P3_staging_batch1/保护接地,train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,6,10,4,0.5,0.5,1,datas/qa_and_png/P3_oda_output/保护接地.png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地#panel_000.topology.v1.json,still_fragmented,0.9,True,High isolated edge ratio indicates the extracted topology graph has multiple disconnected components.,bad_geometry,model: High isolated edge ratio indicates the extracted topology graph has multiple disconnected components.
_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000,_P3_staging_batch1/保护接地 (gb4728_3_4-3),train,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,5,8,3,0.4,0.6,1,datas/qa_and_png/P3_oda_output/保护接地 (gb4728_3_4-3).png,outputs/topology_panel_v1/_P3_staging_batch1/保护接地 (gb4728_3_4-3)#panel_000.topology.v1.json,accept_v1,0.9,True,"Panel contains a single coherent standard protective earth electrical symbol; the high isolated edge ratio is inherent to the symbol design, so the v1 graph is usable as a baseline.",bad_geometry,"model: Panel contains a single coherent standard protective earth electrical symbol; the high isolated edge ratio is inherent to the symbol design, so the v1 graph is usable as a baseline."
_P3_staging_batch1/高压异步电机保护二次原理图#panel_007,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,5,9,4,0.6,0.4,0,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_007.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_007.topology.v1.json,still_fragmented,0.85,True,"The extracted topology graph has a high isolated edge ratio of 0.6, with only 40% of edges belonging to the largest net, leading to excessive fragmentation for a single coherent wiring diagram panel.",still_fragmented,"model: The extracted topology graph has a high isolated edge ratio of 0.6, with only 40% of edges belonging to the largest net, leading to excessive fragmentation for a single coherent wiring diagram panel."
_P3_staging_batch4/某学校系统图及接线图#panel_004,_P3_staging_batch4/某学校系统图及接线图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,5,9,4,0.6,0.4,0,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_004.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_004.topology.v1.json,still_fragmented,0.9,True,"Extracted topology graph has a very high isolated edge ratio, making it excessively fragmented for use.",still_fragmented,"model: Extracted topology graph has a very high isolated edge ratio, making it excessively fragmented for use."
_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000,_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com,train,P1,medium,high_isolated_ratio,full,ok,high_isolated_ratio,4,8,4,1.0,0.25,0,datas/qa_and_png/P1_oda_output/某铁路牵引变电所主接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/某铁路牵引变电所主接线图wm666.taobao.com#panel_000.topology.v1.json,still_fragmented,0.9,True,"Extracted topology has 100% isolated edges and very low largest net ratio, indicating severe fragmentation",still_fragmented,"model: Extracted topology has 100% isolated edges and very low largest net ratio, indicating severe fragmentation"
_P3_staging_batch1/高压异步电机保护二次原理图#panel_005,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,4,8,4,1.0,0.25,0,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_005.png,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_005.topology.v1.json,still_fragmented,0.9,True,"The extracted topology graph is excessively fragmented with all edges isolated, making it unsuitable as a coherent v1 baseline.",still_fragmented,"model: The extracted topology graph is excessively fragmented with all edges isolated, making it unsuitable as a coherent v1 baseline."
_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000,_P2_staging/地下变电所 (gb4728_11_2.14-1),train,P2,medium,high_isolated_ratio,full,ok,high_isolated_ratio,3,6,3,1.0,0.3333,0,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-1).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-1)#panel_000.topology.v1.json,still_fragmented,0.9,True,"All detected topology edges are fully isolated with no connected coherent network, so the panel is too fragmented for usable topology graph generation.",bad_geometry,
_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000,_P2_staging/地下变电所 (gb4728_11_2.14-2),test,P2,medium,high_isolated_ratio,full,ok,high_isolated_ratio,3,6,3,1.0,0.3333,0,datas/qa_and_png/P2_oda_output/地下变电所 (gb4728_11_2.14-2).png,outputs/topology_panel_v1/_P2_staging/地下变电所 (gb4728_11_2.14-2)#panel_000.topology.v1.json,still_fragmented,0.9,True,"All edges in the topology graph are isolated, with no meaningful connected components, making the graph too fragmented for coherent use as a single panel.",bad_geometry,
_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000,_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20),val,P3,medium,high_isolated_ratio,full,ok,high_isolated_ratio,3,6,3,1.0,0.3333,0,datas/qa_and_png/P3_oda_output/过电流保护的电磁操作 (gb4728_3_2-20).png,outputs/topology_panel_v1/_P3_staging_batch1/过电流保护的电磁操作 (gb4728_3_2-20)#panel_000.topology.v1.json,still_fragmented,0.9,True,"The topology graph has 100% isolated edges with no large connected network, making it too fragmented to form a coherent single diagram.",,
_P3_staging_batch4/某学校系统图及接线图#panel_002,_P3_staging_batch4/某学校系统图及接线图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,3,6,3,1.0,0.3333,0,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_002.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_002.topology.v1.json,still_fragmented,0.9,True,"The topology graph is split into 3 fully isolated unconnected segments with no overall coherent connectivity, 100% of edges are isolated.",still_fragmented,"model: The topology graph is split into 3 fully isolated unconnected segments with no overall coherent connectivity, 100% of edges are isolated."
_P3_staging_batch4/某学校系统图及接线图#panel_003,_P3_staging_batch4/某学校系统图及接线图,train,P3,medium,high_isolated_ratio,image_components,ok,high_isolated_ratio,2,4,2,1.0,0.5,0,outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch4/某学校系统图及接线图#panel_003.topology.v1.json,still_fragmented,0.9,True,"The extracted v1 topology graph has all edges isolated with no connected coherent network, making it too fragmented for baseline use despite the panel being a valid single topology target.",still_fragmented,"model: The extracted v1 topology graph has all edges isolated with no connected coherent network, making it too fragmented for baseline use despite the panel being a valid single topology target."
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1),train,P2,medium,high_isolated_ratio,full,ok,high_isolated_ratio;dominant_component,1,2,1,1.0,1.0,0,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-1).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-1)#panel_000.topology.v1.json,not_topology_target,0.85,True,The panel contains a standalone symbolic graphic instead of a complete wiring/topology diagram target.,bad_geometry,model: The panel contains a standalone symbolic graphic instead of a complete wiring/topology diagram target.
_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000,_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2),train,P2,medium,high_isolated_ratio,full,ok,high_isolated_ratio;dominant_component,1,2,1,1.0,1.0,0,datas/qa_and_png/P2_oda_output/防爆式移动变电所 (gb4728_11_2.13-2).png,outputs/topology_panel_v1/_P2_staging/防爆式移动变电所 (gb4728_11_2.13-2)#panel_000.topology.v1.json,still_fragmented,0.85,True,"The panel has a 1.0 isolated edge ratio and minimal topology elements, so it is too fragmented to form a coherent usable topology panel.",bad_geometry,
_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000,_P3_staging_batch1/500KVA有载调压箱变系统图,test,P3,low,dominant_component,full,ok,dominant_component,42471,21097,14,0.0002,0.996,21811,datas/qa_and_png/P3_oda_output/500KVA有载调压箱变系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/500KVA有载调压箱变系统图#panel_000.topology.v1.json,over_connected,0.9,True,"Abnormally high node, edge and intersection counts with nearly all edges grouped into one net indicate the topology incorrectly connected visual crossings and unrelated regions.",over_connected,"model: Abnormally high node, edge and intersection counts with nearly all edges grouped into one net indicate the topology incorrectly connected visual crossings and unrelated regions."
_P2_staging/35KV变电站总平面图#panel_000,_P2_staging/35KV变电站总平面图,test,P2,low,dominant_component,full,ok,dominant_component,10170,4673,19,0.0013,0.9958,6538,datas/qa_and_png/P2_oda_output/35KV变电站总平面图.png,outputs/topology_panel_v1/_P2_staging/35KV变电站总平面图#panel_000.topology.v1.json,not_topology_target,0.95,True,"The panel is a substation site layout and building plan, not a wiring/topology graph target.",not_topology_target,"model: The panel is a substation site layout and building plan, not a wiring/topology graph target."
_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000,_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com,train,P2,low,dominant_component,full,ok,dominant_component,3237,2095,2,0.0,0.9978,1460,datas/qa_and_png/P2_oda_output/直流系统级差3(220kV保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/直流系统级差3(220kV保护室）wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.85,True,"The panel contains a single coherent DC system hierarchical topology diagram, the v1 graph is largely connected with almost all edges belonging to one net, usable as a baseline.",bad_geometry,"model: The panel contains a single coherent DC system hierarchical topology diagram, the v1 graph is largely connected with almost all edges belonging to one net, usable as a baseline."
_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000,_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com,train,P1,low,dominant_component,full,ok,dominant_component,2915,1882,2,0.0,0.9976,1324,datas/qa_and_png/P1_oda_output/直流系统级差1（主变保护室）wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/直流系统级差1（主变保护室）wm666.taobao.com#panel_000.topology.v1.json,accept_v1,0.92,True,"The panel contains a single coherent substation DC system topology diagram, with almost all edges part of one connected network, suitable as a v1 baseline.",bad_geometry,
_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000,_P3_staging_batch1/装在发电机保护屏上的端子图29,train,P3,low,dominant_component,full,ok,dominant_component,2702,1554,5,0.0007,0.9963,1414,datas/qa_and_png/P3_oda_output/装在发电机保护屏上的端子图29.png,outputs/topology_panel_v1/_P3_staging_batch1/装在发电机保护屏上的端子图29#panel_000.topology.v1.json,accept_v1,0.85,True,"Single coherent generator protection terminal wiring diagram, no visible splits or corruption, v1 topology appears suitable as a baseline.",not_topology_target,"model: Single coherent generator protection terminal wiring diagram, no visible splits or corruption, v1 topology appears suitable as a baseline."
_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003,_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com,train,P3,low,dominant_component,image_components,ok,dominant_component,1437,950,2,0.0,0.9972,609,outputs/panels/P3/P3_staging_batch3__02-10kV配电装置室平面布置图wm666.taobao.com__panel_003.png,outputs/topology_panel_v1/_P3_staging_batch3/02-10kV配电装置室平面布置图wm666.taobao.com#panel_003.topology.v1.json,not_topology_target,0.98,True,"The panel is a spatial layout plan of a 10kV power distribution equipment room, not a wiring or circuit topology graph target.",not_topology_target,"model: The panel is a spatial layout plan of a 10kV power distribution equipment room, not a wiring or circuit topology graph target."
_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG))#panel_000,_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG)),test,P1,low,dominant_component,full,ok,dominant_component,1165,731,1,0.0,1.0,628,datas/qa_and_png/P1_oda_output/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG)).png,outputs/topology_panel_v1/_P1_staging/QA-D301-10(110kV南雄线开关机构箱端子排图(3AP1-FG))#panel_000.topology.v1.json,accept_v1,0.9,False,"Single coherent terminal block wiring topology diagram with no structural defects, suitable as v1 baseline.",accept_v1,"model: Single coherent terminal block wiring topology diagram with no structural defects, suitable as v1 baseline."
