panel_id,parent_drawing_key,parent_drawing_id,parent_png_path,parent_raw_json_path,panel_index,panel_count,split,phase,batch,split_method,panel_bbox_cad,parent_bbox_cad,panel_bbox_png,parent_png_width,parent_png_height,panel_entity_count,panel_png_path,needs_review,notes,review_status,review_comment,reviewed,panel_usable
_P3_staging_batch1/097 10KV线路分段断路器组装图(1)#panel_000,_P3_staging_batch1/097 10KV线路分段断路器组装图(1),097 10KV线路分段断路器组装图(1),datas/qa_and_png/P3_oda_output/097 10KV线路分段断路器组装图(1).png,datas/raw_json/_P3_staging_batch1/097 10KV线路分段断路器组装图(1).json,0,1,train,P3,_P3_staging_batch1,full,"-3934.2742,0.0,42000.0,35601.0406","-3934.2742,0.0,42000.0,35601.0406","0.0,0.0,9362.0,6622.0",9362,6622,2733,datas/qa_and_png/P3_oda_output/097 10KV线路分段断路器组装图(1).png,False,,,,False,True
_P3_staging_batch1/098 10KV线路分段断路器组装图(2)#panel_000,_P3_staging_batch1/098 10KV线路分段断路器组装图(2),098 10KV线路分段断路器组装图(2),datas/qa_and_png/P3_oda_output/098 10KV线路分段断路器组装图(2).png,datas/raw_json/_P3_staging_batch1/098 10KV线路分段断路器组装图(2).json,0,1,train,P3,_P3_staging_batch1,full,"0.0,0.0,42000.0,29700.0","0.0,0.0,42000.0,29700.0","0.0,0.0,9362.0,6622.0",9362,6622,2288,datas/qa_and_png/P3_oda_output/098 10KV线路分段断路器组装图(2).png,False,,,,False,True
_P3_staging_batch1/099 10KV线路分歧断路器组装图#panel_000,_P3_staging_batch1/099 10KV线路分歧断路器组装图,099 10KV线路分歧断路器组装图,datas/qa_and_png/P3_oda_output/099 10KV线路分歧断路器组装图.png,datas/raw_json/_P3_staging_batch1/099 10KV线路分歧断路器组装图.json,0,1,train,P3,_P3_staging_batch1,full,"-8844.1126,-18899.1556,51990.3658,34434.7136","-8844.1126,-18899.1556,51990.3658,34434.7136","0.0,0.0,9362.0,6622.0",9362,6622,3305,datas/qa_and_png/P3_oda_output/099 10KV线路分歧断路器组装图.png,False,,,,False,True
_P3_staging_batch1/09电站继电保护及自动装置配置图#panel_000,_P3_staging_batch1/09电站继电保护及自动装置配置图,09电站继电保护及自动装置配置图,datas/qa_and_png/P3_oda_output/09电站继电保护及自动装置配置图.png,datas/raw_json/_P3_staging_batch1/09电站继电保护及自动装置配置图.json,0,1,val,P3,_P3_staging_batch1,full,"-1351.0272,-166.0101,1532.713,932.187","-1351.0272,-166.0101,1532.713,932.187","0.0,0.0,6622.0,9362.0",6622,9362,2185,datas/qa_and_png/P3_oda_output/09电站继电保护及自动装置配置图.png,False,,,,False,True
_P3_staging_batch1/1#6路电容器二次接线图#panel_000,_P3_staging_batch1/1#6路电容器二次接线图,1#6路电容器二次接线图,datas/qa_and_png/P3_oda_output/1#6路电容器二次接线图.png,datas/raw_json/_P3_staging_batch1/1#6路电容器二次接线图.json,0,1,train,P3,_P3_staging_batch1,full,"0.0,0.0,3953.9552,969.9928","0.0,0.0,3953.9552,969.9928","0.0,0.0,6622.0,9362.0",6622,9362,2202,datas/qa_and_png/P3_oda_output/1#6路电容器二次接线图.png,False,,,,False,True
_P3_staging_batch1/1#受总柜二次接线图#panel_000,_P3_staging_batch1/1#受总柜二次接线图,1#受总柜二次接线图,datas/qa_and_png/P3_oda_output/1#受总柜二次接线图.png,datas/raw_json/_P3_staging_batch1/1#受总柜二次接线图.json,0,1,train,P3,_P3_staging_batch1,full,"0.0,0.0,1663.1757,461.8353","0.0,0.0,1663.1757,461.8353","0.0,0.0,9362.0,6622.0",9362,6622,1166,datas/qa_and_png/P3_oda_output/1#受总柜二次接线图.png,False,,,,False,True
_P3_staging_batch1/1(监控系统及继电保护图纸目录)#panel_000,_P3_staging_batch1/1(监控系统及继电保护图纸目录),1(监控系统及继电保护图纸目录),datas/qa_and_png/P3_oda_output/1(监控系统及继电保护图纸目录).png,datas/raw_json/_P3_staging_batch1/1(监控系统及继电保护图纸目录).json,0,1,train,P3,_P3_staging_batch1,full,"-1208.4088,2.0,393.2299,742.394","-1208.4088,2.0,393.2299,742.394","0.0,0.0,9362.0,6622.0",9362,6622,78,datas/qa_and_png/P3_oda_output/1(监控系统及继电保护图纸目录).png,False,,,,False,True
_P3_staging_batch1/1-3(RCS-9611B背面端子接线图)#panel_000,_P3_staging_batch1/1-3(RCS-9611B背面端子接线图),1-3(RCS-9611B背面端子接线图),datas/qa_and_png/P3_oda_output/1-3(RCS-9611B背面端子接线图).png,datas/raw_json/_P3_staging_batch1/1-3(RCS-9611B背面端子接线图).json,0,1,train,P3,_P3_staging_batch1,full,"-0.5,-0.5,409.2385,292.699","-0.5,-0.5,409.2385,292.699","0.0,0.0,9362.0,6622.0",9362,6622,889,datas/qa_and_png/P3_oda_output/1-3(RCS-9611B背面端子接线图).png,False,,,,False,True
_P3_staging_batch1/1-3(RCS-9651B背面端子接线图)#panel_000,_P3_staging_batch1/1-3(RCS-9651B背面端子接线图),1-3(RCS-9651B背面端子接线图),datas/qa_and_png/P3_oda_output/1-3(RCS-9651B背面端子接线图).png,datas/raw_json/_P3_staging_batch1/1-3(RCS-9651B背面端子接线图).json,0,1,val,P3,_P3_staging_batch1,full,"0.0,0.0,415.9149,292.6133","0.0,0.0,415.9149,292.6133","0.0,0.0,9362.0,6622.0",9362,6622,978,datas/qa_and_png/P3_oda_output/1-3(RCS-9651B背面端子接线图).png,False,,,,False,True
_P3_staging_batch1/10(RCS-9661B背面接线图(三))#panel_000,_P3_staging_batch1/10(RCS-9661B背面接线图(三)),10(RCS-9661B背面接线图(三)),datas/qa_and_png/P3_oda_output/10(RCS-9661B背面接线图(三)).png,datas/raw_json/_P3_staging_batch1/10(RCS-9661B背面接线图(三)).json,0,1,train,P3,_P3_staging_batch1,full,"24.9678,108.7602,398.7748,284.2995","24.9678,108.7602,398.7748,284.2995","0.0,0.0,9362.0,6622.0",9362,6622,188,datas/qa_and_png/P3_oda_output/10(RCS-9661B背面接线图(三)).png,False,,,,False,True
"_P3_staging_batch1/10KV一次系统图,及全套二次原理图#panel_000","_P3_staging_batch1/10KV一次系统图,及全套二次原理图","10KV一次系统图,及全套二次原理图","datas/qa_and_png/P3_oda_output/10KV一次系统图,及全套二次原理图.png","datas/raw_json/_P3_staging_batch1/10KV一次系统图,及全套二次原理图.json",0,1,train,P3,_P3_staging_batch1,full,"-1329679.6041,-155412.5931,413576.1677,56161.0117","-1329679.6041,-155412.5931,413576.1677,56161.0117","0.0,0.0,9362.0,6622.0",9362,6622,10315,"datas/qa_and_png/P3_oda_output/10KV一次系统图,及全套二次原理图.png",False,,,,False,True
_P3_staging_batch1/10KV中置真空开关柜电气图#panel_000,_P3_staging_batch1/10KV中置真空开关柜电气图,10KV中置真空开关柜电气图,datas/qa_and_png/P3_oda_output/10KV中置真空开关柜电气图.png,datas/raw_json/_P3_staging_batch1/10KV中置真空开关柜电气图.json,0,1,train,P3,_P3_staging_batch1,full,"48.8878,-217.0623,890.5187,376.9377","48.8878,-217.0623,890.5187,376.9377","0.0,0.0,9362.0,6622.0",9362,6622,4267,datas/qa_and_png/P3_oda_output/10KV中置真空开关柜电气图.png,False,,,,False,True
_P3_staging_batch1/10KV分段保护单元二次原理图#panel_000,_P3_staging_batch1/10KV分段保护单元二次原理图,10KV分段保护单元二次原理图,datas/qa_and_png/P3_oda_output/10KV分段保护单元二次原理图.png,datas/raw_json/_P3_staging_batch1/10KV分段保护单元二次原理图.json,0,1,train,P3,_P3_staging_batch1,full,"-2072.8099,-2724.774,3302.9727,683.0409","-2072.8099,-2724.774,3302.9727,683.0409","0.0,0.0,9362.0,6622.0",9362,6622,1409,datas/qa_and_png/P3_oda_output/10KV分段保护单元二次原理图.png,False,,,,False,True
_P3_staging_batch1/10KV分段保护单元端子排图#panel_000,_P3_staging_batch1/10KV分段保护单元端子排图,10KV分段保护单元端子排图,datas/qa_and_png/P3_oda_output/10KV分段保护单元端子排图.png,datas/raw_json/_P3_staging_batch1/10KV分段保护单元端子排图.json,0,1,train,P3,_P3_staging_batch1,full,"-2072.8099,-2724.774,3302.9727,683.0409","-2072.8099,-2724.774,3302.9727,683.0409","0.0,0.0,9362.0,6622.0",9362,6622,648,datas/qa_and_png/P3_oda_output/10KV分段保护单元端子排图.png,False,,,,False,True
_P3_staging_batch1/10KV分段开关柜原理图#panel_000,_P3_staging_batch1/10KV分段开关柜原理图,10KV分段开关柜原理图,datas/qa_and_png/P3_oda_output/10KV分段开关柜原理图.png,datas/raw_json/_P3_staging_batch1/10KV分段开关柜原理图.json,0,1,train,P3,_P3_staging_batch1,full,"213.9578,142.9145,1839.7301,1116.0079","213.9578,142.9145,1839.7301,1116.0079","0.0,0.0,9362.0,6622.0",9362,6622,1444,datas/qa_and_png/P3_oda_output/10KV分段开关柜原理图.png,False,,,,False,True
_P3_staging_batch1/10KV变压器图纸#panel_000,_P3_staging_batch1/10KV变压器图纸,10KV变压器图纸,datas/qa_and_png/P3_oda_output/10KV变压器图纸.png,datas/raw_json/_P3_staging_batch1/10KV变压器图纸.json,0,1,val,P3,_P3_staging_batch1,full,"-377772.0726,-1330.4351,506718.581,24355.3223","-377772.0726,-1330.4351,506718.581,24355.3223","0.0,0.0,9362.0,6622.0",9362,6622,9977,datas/qa_and_png/P3_oda_output/10KV变压器图纸.png,False,,,,False,True
_P3_staging_batch1/10KV台架工程（台墩式）#panel_000,_P3_staging_batch1/10KV台架工程（台墩式）,10KV台架工程（台墩式）,datas/qa_and_png/P3_oda_output/10KV台架工程（台墩式）.png,datas/raw_json/_P3_staging_batch1/10KV台架工程（台墩式）.json,0,1,train,P3,_P3_staging_batch1,full,"3040.3829,-4720.2095,6229.191,-2084.7927","3040.3829,-4720.2095,6229.191,-2084.7927","0.0,0.0,6622.0,9362.0",6622,9362,2253,datas/qa_and_png/P3_oda_output/10KV台架工程（台墩式）.png,False,,,,False,True
_P3_staging_batch1/10KV台架工程（终端杆）#panel_000,_P3_staging_batch1/10KV台架工程（终端杆）,10KV台架工程（终端杆）,datas/qa_and_png/P3_oda_output/10KV台架工程（终端杆）.png,datas/raw_json/_P3_staging_batch1/10KV台架工程（终端杆）.json,0,1,train,P3,_P3_staging_batch1,full,"156148.9659,36396.5299,157545.4573,38117.3714","156148.9659,36396.5299,157545.4573,38117.3714","0.0,0.0,9362.0,6622.0",9362,6622,8765,datas/qa_and_png/P3_oda_output/10KV台架工程（终端杆）.png,False,,,,False,True
_P3_staging_batch1/10KV开关站二次图纸#panel_000,_P3_staging_batch1/10KV开关站二次图纸,10KV开关站二次图纸,datas/qa_and_png/P3_oda_output/10KV开关站二次图纸.png,datas/raw_json/_P3_staging_batch1/10KV开关站二次图纸.json,0,1,train,P3,_P3_staging_batch1,full,"-27719.9918,-267887.0378,766480.3874,46198.6458","-27719.9918,-267887.0378,766480.3874,46198.6458","0.0,0.0,9362.0,6622.0",9362,6622,43044,datas/qa_and_png/P3_oda_output/10KV开关站二次图纸.png,False,,,,False,True
_P3_staging_batch1/10KV开闭所二次原理图#panel_000,_P3_staging_batch1/10KV开闭所二次原理图,10KV开闭所二次原理图,datas/qa_and_png/P3_oda_output/10KV开闭所二次原理图.png,datas/raw_json/_P3_staging_batch1/10KV开闭所二次原理图.json,0,2,train,P3,_P3_staging_batch1,cad_gap,"-300.0,-3062.7335,130233.5189,60432.6544","-300.0,-143375.4758,560907.185,60432.6544","0.0,0.0,2178.0,2063.0",9362,6622,3943,outputs/panels/P3/P3_staging_batch1__10KV开闭所二次原理图__panel_000.png,True,,reject,,True,False
_P3_staging_batch1/10KV开闭所二次原理图#panel_001,_P3_staging_batch1/10KV开闭所二次原理图,10KV开闭所二次原理图,datas/qa_and_png/P3_oda_output/10KV开闭所二次原理图.png,datas/raw_json/_P3_staging_batch1/10KV开闭所二次原理图.json,1,2,train,P3,_P3_staging_batch1,cad_gap,"291125.192,-143375.4758,560907.185,-49386.7258","-300.0,-143375.4758,560907.185,60432.6544","4862.0,3568.0,9362.0,6622.0",9362,6622,13390,outputs/panels/P3/P3_staging_batch1__10KV开闭所二次原理图__panel_001.png,True,,reject,,True,False
_P3_staging_batch1/10KV开闭所电气图#panel_000,_P3_staging_batch1/10KV开闭所电气图,10KV开闭所电气图,datas/qa_and_png/P3_oda_output/10KV开闭所电气图.png,datas/raw_json/_P3_staging_batch1/10KV开闭所电气图.json,0,1,train,P3,_P3_staging_batch1,full,"246561.9304,-288213.4491,630586.0184,4403.0588","246561.9304,-288213.4491,630586.0184,4403.0588","0.0,0.0,9362.0,6622.0",9362,6622,1180,datas/qa_and_png/P3_oda_output/10KV开闭所电气图.png,False,,,,False,True
_P3_staging_batch1/10KV开闭所电气图(1)#panel_000,_P3_staging_batch1/10KV开闭所电气图(1),10KV开闭所电气图(1),datas/qa_and_png/P3_oda_output/10KV开闭所电气图(1).png,datas/raw_json/_P3_staging_batch1/10KV开闭所电气图(1).json,0,1,train,P3,_P3_staging_batch1,full,"1746.8413,186.9718,4796.8978,1052.7339","1746.8413,186.9718,4796.8978,1052.7339","0.0,0.0,9362.0,6622.0",9362,6622,10040,datas/qa_and_png/P3_oda_output/10KV开闭所电气图(1).png,False,,,,False,True
_P3_staging_batch1/10KV拓扑图#panel_000,_P3_staging_batch1/10KV拓扑图,10KV拓扑图,datas/qa_and_png/P3_oda_output/10KV拓扑图.png,datas/raw_json/_P3_staging_batch1/10KV拓扑图.json,0,1,train,P3,_P3_staging_batch1,full,"-87.0567,-10.0,390.0,282.0","-87.0567,-10.0,390.0,282.0","0.0,0.0,9362.0,6622.0",9362,6622,259,datas/qa_and_png/P3_oda_output/10KV拓扑图.png,False,,,,False,True
_P3_staging_batch1/10KV有载调变配电工程#panel_000,_P3_staging_batch1/10KV有载调变配电工程,10KV有载调变配电工程,datas/qa_and_png/P3_oda_output/10KV有载调变配电工程.png,datas/raw_json/_P3_staging_batch1/10KV有载调变配电工程.json,0,1,val,P3,_P3_staging_batch1,full,"-146625.7846,23248.2357,233482.0632,209667.7404","-146625.7846,23248.2357,233482.0632,209667.7404","0.0,0.0,6622.0,9362.0",6622,9362,5111,datas/qa_and_png/P3_oda_output/10KV有载调变配电工程.png,False,,,,False,True
_P3_staging_batch1/10KV电压互感器#panel_000,_P3_staging_batch1/10KV电压互感器,10KV电压互感器,datas/qa_and_png/P3_oda_output/10KV电压互感器.png,datas/raw_json/_P3_staging_batch1/10KV电压互感器.json,0,1,val,P3,_P3_staging_batch1,full,"-897.8071,0.0861,1210.7504,420.2674","-897.8071,0.0861,1210.7504,420.2674","0.0,0.0,9362.0,6622.0",9362,6622,6770,datas/qa_and_png/P3_oda_output/10KV电压互感器.png,False,,,,False,True
_P3_staging_batch1/10KV电机正反转配电系统#panel_000,_P3_staging_batch1/10KV电机正反转配电系统,10KV电机正反转配电系统,datas/qa_and_png/P3_oda_output/10KV电机正反转配电系统.png,datas/raw_json/_P3_staging_batch1/10KV电机正反转配电系统.json,0,1,train,P3,_P3_staging_batch1,full,"-2584.4896,-2004.222,399.1058,21.5749","-2584.4896,-2004.222,399.1058,21.5749","0.0,0.0,9362.0,6622.0",9362,6622,16570,datas/qa_and_png/P3_oda_output/10KV电机正反转配电系统.png,False,,,,False,True
_P3_staging_batch1/10KV电缆线路电缆穿管敷设壕沟图#panel_000,_P3_staging_batch1/10KV电缆线路电缆穿管敷设壕沟图,10KV电缆线路电缆穿管敷设壕沟图,datas/qa_and_png/P3_oda_output/10KV电缆线路电缆穿管敷设壕沟图.png,datas/raw_json/_P3_staging_batch1/10KV电缆线路电缆穿管敷设壕沟图.json,0,1,train,P3,_P3_staging_batch1,full,"133.7037,55.5397,59533.7037,42055.5397","133.7037,55.5397,59533.7037,42055.5397","0.0,0.0,9362.0,6622.0",9362,6622,215,datas/qa_and_png/P3_oda_output/10KV电缆线路电缆穿管敷设壕沟图.png,False,,,,False,True
_P3_staging_batch1/10KV线路控制原理接线图#panel_000,_P3_staging_batch1/10KV线路控制原理接线图,10KV线路控制原理接线图,datas/qa_and_png/P3_oda_output/10KV线路控制原理接线图.png,datas/raw_json/_P3_staging_batch1/10KV线路控制原理接线图.json,0,1,train,P3,_P3_staging_batch1,full,"-51.1135,0.2381,484.0,365.0","-51.1135,0.2381,484.0,365.0","0.0,0.0,9362.0,6622.0",9362,6622,837,datas/qa_and_png/P3_oda_output/10KV线路控制原理接线图.png,False,,,,False,True
_P3_staging_batch1/10KV进线开关柜（窑上）#panel_000,_P3_staging_batch1/10KV进线开关柜（窑上）,10KV进线开关柜（窑上）,datas/qa_and_png/P3_oda_output/10KV进线开关柜（窑上）.png,datas/raw_json/_P3_staging_batch1/10KV进线开关柜（窑上）.json,0,1,train,P3,_P3_staging_batch1,full,"-35.4155,-2002.0244,1475.6078,-212.3128","-35.4155,-2002.0244,1475.6078,-212.3128","0.0,0.0,9362.0,6622.0",9362,6622,431,datas/qa_and_png/P3_oda_output/10KV进线开关柜（窑上）.png,False,,,,False,True
_P3_staging_batch1/10KV配电系统图(1)#panel_000,_P3_staging_batch1/10KV配电系统图(1),10KV配电系统图(1),datas/qa_and_png/P3_oda_output/10KV配电系统图(1).png,datas/raw_json/_P3_staging_batch1/10KV配电系统图(1).json,0,1,train,P3,_P3_staging_batch1,full,"4420.8887,231.1381,5034.6505,651.3113","4420.8887,231.1381,5034.6505,651.3113","0.0,0.0,9362.0,6622.0",9362,6622,477,datas/qa_and_png/P3_oda_output/10KV配电系统图(1).png,False,,,,False,True
_P3_staging_batch1/10KV電氣一次結線圖#panel_000,_P3_staging_batch1/10KV電氣一次結線圖,10KV電氣一次結線圖,datas/qa_and_png/P3_oda_output/10KV電氣一次結線圖.png,datas/raw_json/_P3_staging_batch1/10KV電氣一次結線圖.json,0,1,train,P3,_P3_staging_batch1,full,"1013.5736,-76.9879,1570.0045,304.8365","1013.5736,-76.9879,1570.0045,304.8365","0.0,0.0,9362.0,6622.0",9362,6622,678,datas/qa_and_png/P3_oda_output/10KV電氣一次結線圖.png,False,,,,False,True
_P3_staging_batch1/10KV馈出线开关柜原理图#panel_000,_P3_staging_batch1/10KV馈出线开关柜原理图,10KV馈出线开关柜原理图,datas/qa_and_png/P3_oda_output/10KV馈出线开关柜原理图.png,datas/raw_json/_P3_staging_batch1/10KV馈出线开关柜原理图.json,0,1,train,P3,_P3_staging_batch1,full,"213.9578,142.9145,1839.7301,1116.0079","213.9578,142.9145,1839.7301,1116.0079","0.0,0.0,9362.0,6622.0",9362,6622,1380,datas/qa_and_png/P3_oda_output/10KV馈出线开关柜原理图.png,False,,,,False,True
_P3_staging_batch1/10KV馈线开关柜接线图#panel_000,_P3_staging_batch1/10KV馈线开关柜接线图,10KV馈线开关柜接线图,datas/qa_and_png/P3_oda_output/10KV馈线开关柜接线图.png,datas/raw_json/_P3_staging_batch1/10KV馈线开关柜接线图.json,0,1,val,P3,_P3_staging_batch1,full,"-35.4155,-2002.0244,1475.6078,-212.3128","-35.4155,-2002.0244,1475.6078,-212.3128","0.0,0.0,9362.0,6622.0",9362,6622,480,datas/qa_and_png/P3_oda_output/10KV馈线开关柜接线图.png,False,,,,False,True
_P3_staging_batch1/10KV馈线控制及保护回路（窑上）#panel_000,_P3_staging_batch1/10KV馈线控制及保护回路（窑上）,10KV馈线控制及保护回路（窑上）,datas/qa_and_png/P3_oda_output/10KV馈线控制及保护回路（窑上）.png,datas/raw_json/_P3_staging_batch1/10KV馈线控制及保护回路（窑上）.json,0,1,train,P3,_P3_staging_batch1,full,"4.8233,-2.1014,16.1517,5.9095","4.8233,-2.1014,16.1517,5.9095","0.0,0.0,9362.0,6622.0",9362,6622,759,datas/qa_and_png/P3_oda_output/10KV馈线控制及保护回路（窑上）.png,False,,,,False,True
_P3_staging_batch1/10KV高压室开关柜接线图方案比较#panel_000,_P3_staging_batch1/10KV高压室开关柜接线图方案比较,10KV高压室开关柜接线图方案比较,datas/qa_and_png/P3_oda_output/10KV高压室开关柜接线图方案比较.png,datas/raw_json/_P3_staging_batch1/10KV高压室开关柜接线图方案比较.json,0,1,train,P3,_P3_staging_batch1,full,"-29.4046,-836.6459,686.0043,-343.5321","-29.4046,-836.6459,686.0043,-343.5321","0.0,0.0,9362.0,6622.0",9362,6622,4853,datas/qa_and_png/P3_oda_output/10KV高压室开关柜接线图方案比较.png,False,,,,False,True
_P3_staging_batch1/10KV高压开关柜原理图#panel_000,_P3_staging_batch1/10KV高压开关柜原理图,10KV高压开关柜原理图,datas/qa_and_png/P3_oda_output/10KV高压开关柜原理图.png,datas/raw_json/_P3_staging_batch1/10KV高压开关柜原理图.json,0,1,train,P3,_P3_staging_batch1,full,"-7870.9187,570.1201,61696.6,103515.9052","-7870.9187,570.1201,61696.6,103515.9052","0.0,0.0,6622.0,9362.0",6622,9362,36146,datas/qa_and_png/P3_oda_output/10KV高压开关柜原理图.png,False,,,,False,True
_P3_staging_batch1/10KV高压柜二次系统图#panel_000,_P3_staging_batch1/10KV高压柜二次系统图,10KV高压柜二次系统图,datas/qa_and_png/P3_oda_output/10KV高压柜二次系统图.png,datas/raw_json/_P3_staging_batch1/10KV高压柜二次系统图.json,0,1,train,P3,_P3_staging_batch1,full,"-902.7833,0.0,1665.7895,1217.9441","-902.7833,0.0,1665.7895,1217.9441","0.0,0.0,9362.0,6622.0",9362,6622,10755,datas/qa_and_png/P3_oda_output/10KV高压柜二次系统图.png,False,,,,False,True
_P3_staging_batch1/10kV保护屏布置图（窑上）#panel_000,_P3_staging_batch1/10kV保护屏布置图（窑上）,10kV保护屏布置图（窑上）,datas/qa_and_png/P3_oda_output/10kV保护屏布置图（窑上）.png,datas/raw_json/_P3_staging_batch1/10kV保护屏布置图（窑上）.json,0,1,val,P3,_P3_staging_batch1,full,"0.0,0.0,420.0,297.0","0.0,0.0,420.0,297.0","0.0,0.0,9362.0,6622.0",9362,6622,284,datas/qa_and_png/P3_oda_output/10kV保护屏布置图（窑上）.png,False,,,,False,True
_P3_staging_batch1/10kV架空配电线路杆型图#panel_000,_P3_staging_batch1/10kV架空配电线路杆型图,10kV架空配电线路杆型图,datas/qa_and_png/P3_oda_output/10kV架空配电线路杆型图.png,datas/raw_json/_P3_staging_batch1/10kV架空配电线路杆型图.json,0,1,train,P3,_P3_staging_batch1,full,"1309.8503,-2422.1208,3825.9979,-978.1885","1309.8503,-2422.1208,3825.9979,-978.1885","0.0,0.0,9362.0,6622.0",9362,6622,3906,datas/qa_and_png/P3_oda_output/10kV架空配电线路杆型图.png,False,,,,False,True
_P3_staging_batch1/10kV线路保护测控屏面布置及元件图#panel_000,_P3_staging_batch1/10kV线路保护测控屏面布置及元件图,10kV线路保护测控屏面布置及元件图,datas/qa_and_png/P3_oda_output/10kV线路保护测控屏面布置及元件图.png,datas/raw_json/_P3_staging_batch1/10kV线路保护测控屏面布置及元件图.json,0,1,test,P3,_P3_staging_batch1,full,"334.8396,105.069,1450.1143,300.3143","334.8396,105.069,1450.1143,300.3143","0.0,0.0,9362.0,6622.0",9362,6622,1772,datas/qa_and_png/P3_oda_output/10kV线路保护测控屏面布置及元件图.png,False,,,,False,True
_P3_staging_batch1/10kV线路工程通用设计#panel_000,_P3_staging_batch1/10kV线路工程通用设计,10kV线路工程通用设计,datas/qa_and_png/P3_oda_output/10kV线路工程通用设计.png,datas/raw_json/_P3_staging_batch1/10kV线路工程通用设计.json,0,1,train,P3,_P3_staging_batch1,full,"40.0411,-88.8767,131.9516,-21.7948","40.0411,-88.8767,131.9516,-21.7948","0.0,0.0,9362.0,6622.0",9362,6622,2237,datas/qa_and_png/P3_oda_output/10kV线路工程通用设计.png,False,,,,False,True
_P3_staging_batch1/10kV进线柜二次原理图#panel_000,_P3_staging_batch1/10kV进线柜二次原理图,10kV进线柜二次原理图,datas/qa_and_png/P3_oda_output/10kV进线柜二次原理图.png,datas/raw_json/_P3_staging_batch1/10kV进线柜二次原理图.json,0,1,test,P3,_P3_staging_batch1,full,"60.6886,-1632.2528,4319.3031,1101.0555","60.6886,-1632.2528,4319.3031,1101.0555","0.0,0.0,9362.0,6622.0",9362,6622,811,datas/qa_and_png/P3_oda_output/10kV进线柜二次原理图.png,False,,,,False,True
_P3_staging_batch1/10kV配套柜原理图#panel_000,_P3_staging_batch1/10kV配套柜原理图,10kV配套柜原理图,datas/qa_and_png/P3_oda_output/10kV配套柜原理图.png,datas/raw_json/_P3_staging_batch1/10kV配套柜原理图.json,0,1,train,P3,_P3_staging_batch1,full,"-1.3294,-312.6988,859.1502,296.4707","-1.3294,-312.6988,859.1502,296.4707","0.0,0.0,9362.0,6622.0",9362,6622,758,datas/qa_and_png/P3_oda_output/10kV配套柜原理图.png,False,,,,False,True
_P3_staging_batch1/10kV配电装置断面图#panel_000,_P3_staging_batch1/10kV配电装置断面图,10kV配电装置断面图,datas/qa_and_png/P3_oda_output/10kV配电装置断面图.png,datas/raw_json/_P3_staging_batch1/10kV配电装置断面图.json,0,1,test,P3,_P3_staging_batch1,full,"-121.3928,41.8151,308.3615,363.4349","-121.3928,41.8151,308.3615,363.4349","0.0,0.0,9362.0,6622.0",9362,6622,580,datas/qa_and_png/P3_oda_output/10kV配电装置断面图.png,False,,,,False,True
_P3_staging_batch1/10kV馈出回路屏面布置及端子排图#panel_000,_P3_staging_batch1/10kV馈出回路屏面布置及端子排图,10kV馈出回路屏面布置及端子排图,datas/qa_and_png/P3_oda_output/10kV馈出回路屏面布置及端子排图.png,datas/raw_json/_P3_staging_batch1/10kV馈出回路屏面布置及端子排图.json,0,1,train,P3,_P3_staging_batch1,full,"77.7603,4.7777,1579.1185,184.7777","77.7603,4.7777,1579.1185,184.7777","0.0,0.0,9362.0,6622.0",9362,6622,884,datas/qa_and_png/P3_oda_output/10kV馈出回路屏面布置及端子排图.png,False,,,,False,True
_P3_staging_batch1/10kv发电进线105原理#panel_000,_P3_staging_batch1/10kv发电进线105原理,10kv发电进线105原理,datas/qa_and_png/P3_oda_output/10kv发电进线105原理.png,datas/raw_json/_P3_staging_batch1/10kv发电进线105原理.json,0,1,train,P3,_P3_staging_batch1,full,"-769.699,4.7122,162.1063,1498.16","-769.699,4.7122,162.1063,1498.16","0.0,0.0,9362.0,6622.0",9362,6622,2637,datas/qa_and_png/P3_oda_output/10kv发电进线105原理.png,False,,,,False,True
_P3_staging_batch1/10kv变电室二次系统图#panel_000,_P3_staging_batch1/10kv变电室二次系统图,10kv变电室二次系统图,datas/qa_and_png/P3_oda_output/10kv变电室二次系统图.png,datas/raw_json/_P3_staging_batch1/10kv变电室二次系统图.json,0,1,val,P3,_P3_staging_batch1,full,"-176244.9825,-12250.0,167182.4658,73054.1158","-176244.9825,-12250.0,167182.4658,73054.1158","0.0,0.0,9362.0,6622.0",9362,6622,9118,datas/qa_and_png/P3_oda_output/10kv变电室二次系统图.png,False,,,,False,True
_P3_staging_batch1/10kv母互109（112）原理#panel_000,_P3_staging_batch1/10kv母互109（112）原理,10kv母互109（112）原理,datas/qa_and_png/P3_oda_output/10kv母互109（112）原理.png,datas/raw_json/_P3_staging_batch1/10kv母互109（112）原理.json,0,1,train,P3,_P3_staging_batch1,full,"-769.699,4.7122,162.1063,1498.16","-769.699,4.7122,162.1063,1498.16","0.0,0.0,9362.0,6622.0",9362,6622,365,datas/qa_and_png/P3_oda_output/10kv母互109（112）原理.png,False,,,,False,True
_P3_staging_batch1/10kv母联110原理#panel_000,_P3_staging_batch1/10kv母联110原理,10kv母联110原理,datas/qa_and_png/P3_oda_output/10kv母联110原理.png,datas/raw_json/_P3_staging_batch1/10kv母联110原理.json,0,1,val,P3,_P3_staging_batch1,full,"-811.6004,4.7122,221.1857,1498.16","-811.6004,4.7122,221.1857,1498.16","0.0,0.0,9362.0,6622.0",9362,6622,2622,datas/qa_and_png/P3_oda_output/10kv母联110原理.png,False,,,,False,True
