panel_id,parent_drawing_key,panel_index,panel_count,split,split_method,panel_bbox_png,panel_png_path,status,comment
_P3_staging_batch4/10kv系统单线图#panel_005,_P3_staging_batch4/10kv系统单线图,5,6,train,image_components,"606.0,5238.0,2294.0,6200.0",outputs/panels/P3/P3_staging_batch4__10kv系统单线图__panel_005.png,accept,
_P3_staging_batch4/DDC接线图#panel_000,_P3_staging_batch4/DDC接线图,0,12,train,image_components,"1225.0,21.0,3258.0,1471.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_000.png,reject,
_P3_staging_batch4/DDC接线图#panel_001,_P3_staging_batch4/DDC接线图,1,12,train,image_components,"3365.0,21.0,5398.0,1471.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_001.png,reject,
_P3_staging_batch4/DDC接线图#panel_002,_P3_staging_batch4/DDC接线图,2,12,train,image_components,"1225.0,1595.0,3258.0,3045.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_002.png,reject,
_P3_staging_batch4/DDC接线图#panel_003,_P3_staging_batch4/DDC接线图,3,12,train,image_components,"3365.0,1595.0,5398.0,3045.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_003.png,reject,
_P3_staging_batch4/DDC接线图#panel_004,_P3_staging_batch4/DDC接线图,4,12,train,image_components,"1225.0,3169.0,3258.0,4619.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_004.png,reject,
_P3_staging_batch4/DDC接线图#panel_005,_P3_staging_batch4/DDC接线图,5,12,train,image_components,"3365.0,3169.0,5398.0,4619.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_005.png,reject,
_P3_staging_batch4/DDC接线图#panel_006,_P3_staging_batch4/DDC接线图,6,12,train,image_components,"1225.0,4744.0,3258.0,6194.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_006.png,reject,
_P3_staging_batch4/DDC接线图#panel_007,_P3_staging_batch4/DDC接线图,7,12,train,image_components,"3365.0,4744.0,5398.0,6194.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_007.png,reject,
_P3_staging_batch4/DDC接线图#panel_008,_P3_staging_batch4/DDC接线图,8,12,train,image_components,"1225.0,6318.0,3258.0,7768.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_008.png,reject,
_P3_staging_batch4/DDC接线图#panel_009,_P3_staging_batch4/DDC接线图,9,12,train,image_components,"3365.0,6318.0,5398.0,7768.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_009.png,,
_P3_staging_batch4/DDC接线图#panel_010,_P3_staging_batch4/DDC接线图,10,12,train,image_components,"1225.0,7892.0,3258.0,9342.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_010.png,reject,
_P3_staging_batch4/DDC接线图#panel_011,_P3_staging_batch4/DDC接线图,11,12,train,image_components,"3365.0,7892.0,5398.0,9342.0",outputs/panels/P3/P3_staging_batch4__DDC接线图__panel_011.png,reject,
_P3_staging_batch4/供电设计院设计10KV电缆管群图#panel_000,_P3_staging_batch4/供电设计院设计10KV电缆管群图,0,2,train,image_components,"1858.0,212.0,6622.0,2959.0",outputs/panels/P3/P3_staging_batch4__供电设计院设计10KV电缆管群图__panel_000.png,reject,
_P3_staging_batch4/供电设计院设计10KV电缆管群图#panel_001,_P3_staging_batch4/供电设计院设计10KV电缆管群图,1,2,train,image_components,"0.0,7531.0,2239.0,9134.0",outputs/panels/P3/P3_staging_batch4__供电设计院设计10KV电缆管群图__panel_001.png,reject,
_P3_staging_batch4/发电机保护屏端子图#panel_000,_P3_staging_batch4/发电机保护屏端子图,0,7,train,image_components,"4360.0,1527.0,9362.0,5096.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_000.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_001,_P3_staging_batch4/发电机保护屏端子图,1,7,train,image_components,"4506.0,1585.0,9335.0,5038.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_001.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_002,_P3_staging_batch4/发电机保护屏端子图,2,7,train,image_components,"6359.0,1661.0,7335.0,4883.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_002.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_003,_P3_staging_batch4/发电机保护屏端子图,3,7,train,image_components,"7736.0,1663.0,8620.0,4547.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_003.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_004,_P3_staging_batch4/发电机保护屏端子图,4,7,train,image_components,"5053.0,1790.0,5874.0,3442.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_004.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_005,_P3_staging_batch4/发电机保护屏端子图,5,7,train,image_components,"136.0,2050.0,3500.0,4471.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_005.png,accept,
_P3_staging_batch4/发电机保护屏端子图#panel_006,_P3_staging_batch4/发电机保护屏端子图,6,7,train,image_components,"335.0,2888.0,3329.0,3542.0",outputs/panels/P3/P3_staging_batch4__发电机保护屏端子图__panel_006.png,accept,
_P3_staging_batch4/某学校系统图及接线图#panel_000,_P3_staging_batch4/某学校系统图及接线图,0,5,train,image_components,"16.0,1551.0,1825.0,2844.0",outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_000.png,accept,
_P3_staging_batch4/某学校系统图及接线图#panel_001,_P3_staging_batch4/某学校系统图及接线图,1,5,train,image_components,"1881.0,1551.0,3690.0,2844.0",outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_001.png,accept,
_P3_staging_batch4/某学校系统图及接线图#panel_002,_P3_staging_batch4/某学校系统图及接线图,2,5,train,image_components,"3730.0,1551.0,5539.0,2844.0",outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_002.png,accept,
_P3_staging_batch4/某学校系统图及接线图#panel_003,_P3_staging_batch4/某学校系统图及接线图,3,5,train,image_components,"5608.0,1551.0,7417.0,2844.0",outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_003.png,accept,
_P3_staging_batch4/某学校系统图及接线图#panel_004,_P3_staging_batch4/某学校系统图及接线图,4,5,train,image_components,"7417.0,1551.0,9226.0,2844.0",outputs/panels/P3/P3_staging_batch4__某学校系统图及接线图__panel_004.png,accept,
