panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags,severity,anomaly_type,suggested_action,model_review_label,model_confidence,model_needs_human_review,model_reason,model_visible_cues,topology_panel_v1_review_label,topology_panel_v1_review_comment,topology_panel_v1_reviewed,topology_panel_v1_accepted,topology_panel_v1_exclude_reason,topology_panel_v1_policy_decision,topology_panel_v1_policy_exclude_reason
_P3_staging_batch4/10kV箱式开关站外形图#panel_000,_P3_staging_batch4/10kV箱式开关站外形图,test,P3,_P3_staging_batch4,0,1,full,datas/qa_and_png/P3_oda_output/10kV箱式开关站外形图.png,"-10988.6855,-8271.4145,16960.0719,11038.6164",outputs/normalized_geometry/_P3_staging_batch4/10kV箱式开关站外形图.normalized.json,outputs/topology_graph/_P3_staging_batch4/10kV箱式开关站外形图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch4/10kV箱式开关站外形图#panel_000.topology.v1.json,ok,,5518,15739,18142,2831,3169,186,14407,17525,2732,0.0013,0.129,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,not_topology_target,0.98,True,"The panel is an architectural outline drawing of a 10kV box switch station, not a wiring or network topology graph target.","Shows three orthographic building elevation views with dimensioning, no circuit/topology connections present; Title block explicitly labels the drawing as '10kV箱式开关站外形图' (10kV box switch station outline drawing)",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch1/6kV二次接线图#panel_000,_P3_staging_batch1/6kV二次接线图,train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/6kV二次接线图.png,"4660437.5597,1918091.6922,5283421.8644,5674462.0863",outputs/normalized_geometry/_P3_staging_batch1/6kV二次接线图.normalized.json,outputs/topology_graph/_P3_staging_batch1/6kV二次接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/6kV二次接线图#panel_000.topology.v1.json,ok,,13054,8164,17501,6393,9807,66,15235,17449,2170,0.0569,0.0391,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,The input image contains multiple independent separated bounded diagram panels with no cross connections that require splitting before topology graph processing.,10 distinct bordered individual wiring diagram panels separated by white space; Each panel contains independent 6kV secondary wiring content with no interconnections between separate panels,needs_panel_split,model: The input image contains multiple independent separated bounded diagram panels with no cross connections that require splitting before topology graph processing.,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch3/商场照明动力总接线图#panel_000,_P3_staging_batch3/商场照明动力总接线图,train,P3,_P3_staging_batch3,0,1,full,datas/qa_and_png/P3_oda_output/商场照明动力总接线图.png,"118008617.1838,18937135.3858,118556289.4512,19433838.2863",outputs/normalized_geometry/_P3_staging_batch3/商场照明动力总接线图.normalized.json,outputs/topology_graph/_P3_staging_batch3/商场照明动力总接线图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch3/商场照明动力总接线图#panel_000.topology.v1.json,ok,,14075,7412,11847,3346,5325,719,12945,11785,2040,0.1027,0.0465,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The image contains 7 visually independent, separated wiring diagram panels that must be split into individual units before topology graph generation.","Multiple bordered distinct diagram panels separated by white space; Each panel corresponds to different building floor electrical wiring (B2, B1, 1F to 6F); Each panel has independent notes and title information",needs_panel_split,"model: The image contains 7 visually independent, separated wiring diagram panels that must be split into individual units before topology graph generation.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P1_staging/热电厂工程电气主接线#panel_000,_P1_staging/热电厂工程电气主接线,test,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/热电厂工程电气主接线.png,"290034.7718,103222.3573,465661.3145,200074.4744",outputs/normalized_geometry/_P1_staging/热电厂工程电气主接线.normalized.json,outputs/topology_graph/_P1_staging/热电厂工程电气主接线.topology.v0.json,outputs/topology_panel_v1/_P1_staging/热电厂工程电气主接线#panel_000.topology.v1.json,ok,,8272,6675,10936,2830,4492,0,11361,10934,2088,0.0651,0.0532,1.0,high_fragmentation,medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,needs_panel_split,0.99,True,"The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams.","Four visually separated, unconnected regions in the image; Top two regions are tables/specification text, bottom two are separate unrelated electrical wiring diagrams",needs_panel_split,"model: The single panel crop contains 4 distinct independent sub-panels that must be split before topology graph processing, per prioritization rule for multiple separate diagrams.",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000,_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图),train,P3,_P3_staging_batch1,0,1,full,datas/qa_and_png/P3_oda_output/01(PRCK-720-B变压器保护柜柜面布置图).png,"0.0,0.0,384.5,296.0",outputs/normalized_geometry/_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图).normalized.json,outputs/topology_graph/_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/01(PRCK-720-B变压器保护柜柜面布置图)#panel_000.topology.v1.json,ok,,424,306,557,174,251,0,617,557,200,0.3303,0.3842,0.2426,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The image contains multiple distinct independent subfigures and regions that must be split before further topology processing,"Separate front and back cabinet layout diagrams exist as unconnected regions; Parts list table, title block, and specification table are standalone independent sections",needs_panel_split,model: The image contains multiple distinct independent subfigures and regions that must be split before further topology processing,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch1/高压异步电机保护二次原理图#panel_003,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,_P3_staging_batch1,3,8,image_components,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_003.png,"-26521.4456,-121046.0842,92591.6656,-43436.5545",outputs/normalized_geometry/_P3_staging_batch1/高压异步电机保护二次原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/高压异步电机保护二次原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_003.topology.v1.json,ok,,298,126,157,29,35,0,217,157,68,0.3248,0.1465,1.0,high_isolated_ratio;high_fragmentation,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,"The panel contains multiple visually independent, whitespace-separated sub-diagrams that require splitting before topology graph processing",Multiple distinct separated schematic regions across the panel; High isolated edge ratio (0.3248) and high fragmentation quality flags; Largest net edge ratio only 0.1465 indicating many disconnected component groups,needs_panel_split,"model: The panel contains multiple visually independent, whitespace-separated sub-diagrams that require splitting before topology graph processing",True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-1温度元件电缆保护及连接图(断开式、钢管).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json,ok,,154,53,60,5,8,0,70,56,24,0.3214,0.1786,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.92,True,The panel includes multiple visually independent regions that should be split apart to isolate the actual topology diagram from non-diagram content.,Top title block region with document standard and drawing name; Left note section with explanatory text unrelated to the topology diagram; Central small cable connection topology diagram; Bottom installation material list table region,bad_geometry,model: The panel includes multiple visually independent regions that should be split apart to isolate the actual topology diagram from non-diagram content.,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch1/高压异步电机保护二次原理图#panel_000,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,_P3_staging_batch1,0,8,image_components,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_000.png,"103574.5025,-122217.831,226987.6272,-42065.3614",outputs/normalized_geometry/_P3_staging_batch1/高压异步电机保护二次原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/高压异步电机保护二次原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_000.topology.v1.json,ok,,81,37,54,17,17,0,70,54,24,0.3889,0.537,1.0,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,"The single panel contains multiple visually independent, unconnected sub-diagrams that must be split into individual panels for valid topology processing.","Left terminal block diagram, middle terminal table, right upper protection logic diagram, right bottom CT ratio diagram are all discrete unconnected regions; No connecting lines exist between the separate diagram regions in the panel",bad_geometry,"model: The single panel contains multiple visually independent, unconnected sub-diagrams that must be split into individual panels for valid topology processing.",True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-19温度元件铠装电缆保护及连接图(汇线槽).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json,ok,,146,51,55,2,4,0,74,53,25,0.3962,0.2075,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple distinct independent regions including non-diagram content that should be split before topology processing.,"Multiple separate regions present: title block, notes area, small connection diagram, right-side tag table, bottom installation material list; High isolated edge ratio due to non-diagram text and table content being counted as topology entities",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000,_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000.topology.v1.json,ok,,179,47,55,5,8,0,76,53,29,0.434,0.1509,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,"Panel contains multiple independent regions including title blocks, notes, a wiring diagram, and two separate tables that must be split prior to topology graph generation.",Top header with title/standard info blocks; Upper middle bilingual text notes section; Small transmitter wiring diagram in center; Right side position tag table; Bottom installation material list table,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000,_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽)..topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-10温度元件电缆保护及连接图(断开式、汇线槽).#panel_000.topology.v1.json,ok,,134,46,50,2,4,0,64,48,20,0.3333,0.2292,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,Full sheet panel contains multiple distinct visually independent regions that need splitting to isolate the actual topology wiring diagram from auxiliary content.,"Panel includes title block, note section, tag table, installation material list, and one small wiring diagram as separate regions; High isolated edge ratio attributed to extraneous lines from non-diagram table and border segments",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json,ok,,137,43,47,2,4,0,64,45,23,0.4,0.2,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple independent visually distinct regions that require splitting before topology graph processing.,Top title block region; Middle left notes text region; Small central wiring diagram region; Bottom installation material table region,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000,_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-11变送器电缆保护及连接图(断开式、汇线槽).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000.topology.v1.json,ok,,134,40,44,2,4,0,62,44,22,0.4091,0.25,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple independent visually separated regions that should be split before topology graph processing.,Title block and notes section in upper left/center; Small connection/topology diagram only in the middle portion; Separate tag table in upper right and installation material list table at bottom,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000,_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽),test,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-20变送器铠装电缆保护及连接图(汇线槽).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000.topology.v1.json,ok,,142,40,44,2,4,0,62,44,22,0.4091,0.25,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.92,True,"The panel contains multiple visually independent, separated regions including non-diagram content that must be split prior to topology graph processing.","Distinct separated regions: title block, notes section, right-hand tag table, middle wiring diagram, bottom installation material table; Non-topology content (tables, plain text notes) occupies more than half the panel area separate from the wiring diagram",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).,train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-2变送器电缆保护及连接图(断开式、钢管)..png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管)..normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管)..topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json,ok,,146,39,45,5,6,0,60,43,24,0.4651,0.2326,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple distinct visually independent regions that must be split before valid topology graph extraction can be performed,Top standard title/header block region; Central multi-language annotation note section; Small single transmitter cable connection diagram; Bottom tabular installation material list,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000,_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).,test,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-3其它类仪表电缆保护及连接图(断开式、钢管)..png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管)..normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管)..topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000.topology.v1.json,ok,,145,39,45,5,6,0,60,43,24,0.4651,0.2326,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple independent distinct content regions that require splitting before topology graph generation.,Top title block section; Left explanatory notes section; Central small wiring diagram; Bottom installation material list table,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000,_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一),val,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一).png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000.topology.v1.json,ok,,148,39,45,5,6,0,60,43,24,0.4651,0.2326,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,"The panel contains multiple visually independent regions including title block, notes section, tag table, connection diagram, and material list table that must be split apart before topology graph generation.","Multiple distinct separated content regions are visible (title, notes, diagram, 2 tables); High isolated edge ratio of 0.465 caused by non-diagram segments included in topology data",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000,_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-14调节阀电缆保护及连接图(断开式、汇线槽)(一)#panel_000.topology.v1.json,ok,,134,36,40,2,4,0,55,40,19,0.4,0.275,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,still_fragmented,0.85,True,"Extracted topology graph has a high isolated edge ratio and low largest net edge ratio, indicating it is too fragmented for a coherent single panel topology.","v1_isolated_edge_ratio = 0.4, well above typical acceptable thresholds; v1_largest_net_edge_ratio = 0.275, less than 30% of edges belong to the largest connected net",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000,_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一),val,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).png,"131.6,79.6,341.7,376.7",outputs/normalized_geometry/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-23调节阀铠装电缆保护及连接图(汇线槽)  (一)#panel_000.topology.v1.json,ok,,142,36,40,2,4,0,55,40,19,0.4,0.275,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.95,True,"The panel contains multiple visually independent regions including title block, notes, a single topology diagram, and two separate tables that need to be split into separate panels.",Top standard/title block region; Upper left explanatory notes section; Middle armored cable connection diagram; Upper right tag number table; Bottom installation material list table,bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二),test,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二).png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json,ok,,162,32,32,0,0,0,49,32,23,0.625,0.25,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,not_topology_target,0.98,True,"The panel only contains document title block, standard metadata, and installation material list, with no actual wiring/topology diagram content.","Installation material list table occupies lower panel area; Main drawing area is blank with no topology lines, nodes or components; Top section only has document header and standard specification info",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000,_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二),val,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二).png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000.topology.v1.json,ok,,161,31,31,0,0,0,49,31,23,0.6774,0.2581,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,not_topology_target,0.98,True,"The panel only contains title block metadata and an installation material list table, with no wiring/topology graph content.","Bottom of panel is full installation material list table; No topology lines, symbols or wiring diagram elements present in the drawing region; Top section only holds diagram title and sheet metadata",bad_geometry,,True,False,bad_geometry,badcase,bad_geometry
_P3_staging_batch1/高压异步电机保护二次原理图#panel_002,_P3_staging_batch1/高压异步电机保护二次原理图,train,P3,_P3_staging_batch1,2,8,image_components,outputs/panels/P3/P3_staging_batch1__高压异步电机保护二次原理图__panel_002.png,"107135.0232,-120946.3611,226248.1344,-43336.8313",outputs/normalized_geometry/_P3_staging_batch1/高压异步电机保护二次原理图.normalized.json,outputs/topology_graph/_P3_staging_batch1/高压异步电机保护二次原理图.topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch1/高压异步电机保护二次原理图#panel_002.topology.v1.json,ok,,67,30,30,0,0,0,60,30,30,1.0,0.0333,1.0,high_isolated_ratio;high_fragmentation,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,needs_panel_split,0.9,True,The panel contains multiple visually independent separate regions including terminal tables and multiple schematic diagrams that require splitting before topology processing.,Multiple distinct separated regions (terminal tables + multiple schematics) present in single panel; v1_isolated_edge_ratio = 1.0 indicating no connected coherent topology; high_fragmentation quality flag set,needs_panel_split,model: The panel contains multiple visually independent separate regions including terminal tables and multiple schematic diagrams that require splitting before topology processing.,True,False,needs_panel_split,badcase,multi_subfigure_badcase
_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000,_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二),train,P3,_P3_staging_batch2,0,1,full,datas/qa_and_png/P3_oda_output/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二).png,"131.5,79.7,341.6,376.8",outputs/normalized_geometry/_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二).normalized.json,outputs/topology_graph/_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二).topology.v0.json,outputs/topology_panel_v1/_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000.topology.v1.json,ok,,145,28,28,0,0,0,44,28,21,0.7143,0.2857,0.1819,high_isolated_ratio,medium,high_isolated_ratio,Review endpoint merge tolerance or geometry fragmentation.,not_topology_target,0.95,True,"The panel only contains title block metadata and an installation material table, with no actual wiring or topology diagram content.","Upper section is standard CAD drawing title block information; Lower section is a structured installation material list table, no topology linework is present",bad_geometry,"model: The panel only contains title block metadata and an installation material table, with no actual wiring or topology diagram content.",True,False,bad_geometry,badcase,bad_geometry
